,seen Star Wars ,Star Wars fan?,Seen I,Seen II,Seen III,Seen IV,Seen V,Seen VI,Rank I,Rank II,Rank III,Rank IV,Rank V,Rank VI,Star Trek Fan,Gender,Age,Household Income,Education,Location (Census Region)
963,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,1.0,5.0,4.0,2.0,6.0,3.0,No,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific
964,Yes,No,Star Wars: Episode I  The Phantom Menace,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,3.0,2.0,1.0,No,Female,18-29,,High school degree,East North Central
965,Yes,No,Star Wars: Episode I  The Phantom Menace,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5.0,6.0,4.0,1.0,3.0,2.0,No,Female,30-44,"$150,000+",Bachelor degree,East North Central
966,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,5.0,4.0,1.0,3.0,2.0,Yes,Male,45-60,"$0 - $24,999",Some college or Associate degree,Mountain
967,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3.0,2.0,1.0,6.0,4.0,5.0,Yes,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Mountain
968,Yes,No,,Star Wars: Episode II  Attack of the Clones,,,,,2.0,1.0,3.0,4.0,5.0,6.0,No,Female,18-29,,Some college or Associate degree,Pacific
969,Yes,Yes,Star Wars: Episode I  The Phantom Menace,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,1.0,2.0,3.0,Yes,Female,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic
970,Yes,,,,,,,,,,,,,,,,,,,
971,Yes,Yes,,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,1.0,3.0,2.0,Yes,Female,45-60,"$0 - $24,999",Some college or Associate degree,New England
972,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3.0,5.0,6.0,1.0,2.0,4.0,Yes,Female,18-29,"$25,000 - $49,999",Bachelor degree,West South Central
973,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,1.0,3.0,2.0,Yes,Female,18-29,"$150,000+",Bachelor degree,Pacific
974,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,2.0,1.0,3.0,No,Female,30-44,"$0 - $24,999",Graduate degree,Pacific
975,Yes,No,,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,,3.0,4.0,5.0,1.0,2.0,6.0,No,Female,18-29,"$0 - $24,999",High school degree,West North Central
976,Yes,No,Star Wars: Episode I  The Phantom Menace,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5.0,4.0,6.0,3.0,2.0,1.0,No,Female,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
977,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,6.0,5.0,1.0,2.0,3.0,Yes,Female,45-60,"$100,000 - $149,999",Bachelor degree,South Atlantic
978,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,1.0,2.0,3.0,4.0,5.0,6.0,Yes,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,West North Central
979,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,4.0,3.0,2.0,1.0,5.0,Yes,Male,45-60,"$100,000 - $149,999",Graduate degree,Pacific
980,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,4.0,5.0,2.0,1.0,3.0,Yes,Male,30-44,"$150,000+",Graduate degree,Pacific
981,Yes,No,,,,,Star Wars: Episode V The Empire Strikes Back,,2.0,3.0,4.0,5.0,1.0,6.0,No,Female,45-60,"$25,000 - $49,999",Bachelor degree,Pacific
982,No,,,,,,,,,,,,,,Yes,Female,30-44,"$0 - $24,999",Bachelor degree,East North Central
983,No,,,,,,,,,,,,,,No,Female,> 60,"$0 - $24,999",High school degree,Middle Atlantic
984,Yes,Yes,Star Wars: Episode I  The Phantom Menace,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,Yes,Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific
985,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,1.0,2.0,3.0,4.0,5.0,6.0,No,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,East North Central
986,No,,,,,,,,,,,,,,No,Male,> 60,"$100,000 - $149,999",Graduate degree,Pacific
987,No,,,,,,,,,,,,,,No,Female,18-29,"$0 - $24,999",High school degree,West North Central
988,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,1.0,2.0,3.0,Yes,Male,> 60,,Bachelor degree,Mountain
989,No,,,,,,,,,,,,,,No,Female,18-29,,High school degree,East North Central
990,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,1.0,2.0,5.0,6.0,3.0,4.0,Yes,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,Pacific
991,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3.0,5.0,6.0,4.0,1.0,2.0,No,Female,30-44,"$50,000 - $99,999",Graduate degree,West South Central
992,No,,,,,,,,,,,,,,No,Female,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
993,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5.0,6.0,2.0,3.0,1.0,4.0,No,Male,18-29,,Less than high school degree,South Atlantic
994,Yes,,,,,,,,,,,,,,,,,,,
995,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,2.0,3.0,4.0,1.0,5.0,Yes,Female,30-44,"$50,000 - $99,999",Bachelor degree,New England
996,Yes,No,,,,,Star Wars: Episode V The Empire Strikes Back,,3.0,4.0,5.0,6.0,1.0,2.0,No,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,East North Central
997,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,2.0,3.0,4.0,6.0,5.0,1.0,Yes,Female,18-29,,Graduate degree,West South Central
998,Yes,No,Star Wars: Episode I  The Phantom Menace,,,Star Wars: Episode IV  A New Hope,,Star Wars: Episode VI Return of the Jedi,3.0,5.0,6.0,1.0,4.0,2.0,No,Female,18-29,"$50,000 - $99,999",Bachelor degree,Pacific
999,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,3.0,2.0,1.0,No,Female,18-29,,Some college or Associate degree,Pacific
1000,No,,,,,,,,,,,,,,No,Female,18-29,"$150,000+",Bachelor degree,Middle Atlantic
1001,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,1.0,2.0,3.0,4.0,5.0,6.0,No,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Mountain
1002,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,3.0,2.0,1.0,5.0,4.0,Yes,Female,18-29,"$0 - $24,999",Bachelor degree,New England
1003,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5.0,6.0,4.0,1.0,2.0,3.0,No,Female,30-44,,Graduate degree,Pacific
1004,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,2.0,6.0,5.0,4.0,3.0,1.0,No,Female,18-29,"$150,000+",Bachelor degree,West North Central
1005,No,,,,,,,,,,,,,,No,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,East North Central
1006,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5.0,6.0,3.0,4.0,1.0,2.0,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
1007,No,,,,,,,,,,,,,,No,Female,45-60,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
1008,No,,,,,,,,,,,,,,No,Male,> 60,"$25,000 - $49,999",High school degree,Pacific
1009,Yes,,,,,,,,,,,,,,,,,,,
1010,No,,,,,,,,,,,,,,No,Female,30-44,,Some college or Associate degree,Pacific
1011,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,5.0,4.0,1.0,2.0,3.0,No,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
1012,Yes,No,,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,2.0,5.0,6.0,4.0,1.0,3.0,Yes,Female,> 60,"$0 - $24,999",Graduate degree,Pacific
1013,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,3.0,2.0,1.0,No,Female,18-29,"$25,000 - $49,999",Bachelor degree,East North Central
1014,Yes,,,,,,,,,,,,,,,,,,,
1015,Yes,Yes,,Star Wars: Episode II  Attack of the Clones,,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,1.0,2.0,3.0,5.0,6.0,4.0,Yes,Male,> 60,"$50,000 - $99,999",High school degree,West South Central
1016,No,,,,,,,,,,,,,,Yes,Female,45-60,"$0 - $24,999",High school degree,South Atlantic
1017,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3.0,1.0,2.0,6.0,5.0,4.0,Yes,Female,18-29,"$150,000+",Some college or Associate degree,East North Central
1018,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,4.0,5.0,1.0,2.0,3.0,Yes,Female,45-60,,Graduate degree,East North Central
1019,No,,,,,,,,,,,,,,No,Male,30-44,,Bachelor degree,West South Central
1020,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,2.0,4.0,5.0,6.0,3.0,1.0,No,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,East South Central
1021,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,3.0,1.0,2.0,Yes,Male,45-60,"$150,000+",Graduate degree,South Atlantic
1022,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,2.0,3.0,4.0,5.0,1.0,6.0,No,Female,18-29,"$0 - $24,999",Some college or Associate degree,West South Central
1023,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5.0,6.0,1.0,2.0,3.0,4.0,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East South Central
1024,No,,,,,,,,,,,,,,No,Male,> 60,"$100,000 - $149,999",Graduate degree,West South Central
1025,No,,,,,,,,,,,,,,No,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
1026,No,,,,,,,,,,,,,,,,,,,
1027,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,2.0,4.0,3.0,5.0,6.0,1.0,No,Female,30-44,"$100,000 - $149,999",Graduate degree,South Atlantic
1028,Yes,,,,,,,,,,,,,,,,,,,
1029,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,,,1.0,2.0,3.0,4.0,5.0,6.0,Yes,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,West South Central
1030,No,,,,,,,,,,,,,,No,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,West North Central
1031,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3.0,6.0,5.0,1.0,2.0,4.0,No,Female,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
1032,No,,,,,,,,,,,,,,No,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,West South Central
1033,Yes,Yes,Star Wars: Episode I  The Phantom Menace,,,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3.0,4.0,5.0,6.0,1.0,2.0,Yes,Female,45-60,,Some college or Associate degree,Pacific
1034,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,2.0,5.0,6.0,1.0,3.0,4.0,Yes,Female,45-60,,Graduate degree,East South Central
1035,No,,,,,,,,,,,,,,No,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,Mountain
1036,Yes,Yes,,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5.0,3.0,4.0,6.0,1.0,2.0,Yes,Female,45-60,,Bachelor degree,West South Central
1037,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,3.0,1.0,2.0,Yes,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,Mountain
1038,Yes,No,,,,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3.0,4.0,5.0,6.0,2.0,1.0,No,Female,45-60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
1039,Yes,,,,,,,,,,,,,,,,,,,
1040,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,6.0,5.0,1.0,2.0,3.0,No,Male,18-29,"$100,000 - $149,999",High school degree,Middle Atlantic
1041,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5.0,4.0,6.0,2.0,1.0,3.0,Yes,Female,45-60,"$50,000 - $99,999",Graduate degree,East North Central
1042,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,5.0,4.0,2.0,3.0,1.0,No,Male,30-44,,Graduate degree,Mountain
1043,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,2.0,3.0,4.0,6.0,1.0,5.0,No,Female,18-29,"$25,000 - $49,999",Bachelor degree,Pacific
1044,No,,,,,,,,,,,,,,No,Female,18-29,,Some college or Associate degree,Middle Atlantic
1045,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,3.0,1.0,2.0,4.0,5.0,Yes,Female,18-29,"$25,000 - $49,999",Bachelor degree,Mountain
1046,Yes,,,,,,,,,,,,,,,,,,,
1047,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3.0,2.0,1.0,4.0,5.0,6.0,No,Female,45-60,,Some college or Associate degree,Pacific
1048,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,3.0,5.0,6.0,1.0,2.0,Yes,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,West South Central
1049,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5.0,6.0,3.0,2.0,1.0,4.0,Yes,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,West South Central
